X,Y,Z,I,J,K
-67287.779,488.541,-499.1515,-0.062704,-0.9667278,-0.2480032
-67287.5806,465.8908,-389.2256,-0.063201,-0.9857447,-0.1559264
-67287.4128,453.1844,-277.3885,-0.0633243,-0.9955384,-0.0699529
-67287.2662,449.8923,-164.5835,-0.063138,-0.9979462,0.0108192
-67287.1304,455.3228,-51.5841,-0.0627386,-0.9945368,0.0834294
-67286.9941,468.3913,61.021,-0.0622705,-0.9875157,0.1446898
-67286.8478,487.727,172.8821,-0.0618547,-0.9791585,0.1934494
-67286.6864,511.9755,283.8798,-0.0615493,-0.9709949,0.2310426
-67286.5111,539.9997,394.0416,-0.0613731,-0.9636292,0.2601
-67286.3261,570.9967,503.4408,-0.0612962,-0.9569978,0.2835453
-67286.1361,604.4597,612.1386,-0.061274,-0.950849,0.3035319
-67285.9447,640.0615,720.1764,-0.0612726,-0.9450809,0.3210418
-67285.7529,677.5399,827.5936,-0.0612869,-0.9397409,0.3363495
-67285.5586,716.6188,934.4458,-0.0613059,-0.9350717,0.3491166
-67285.3587,757.0087,1040.8088,-0.0613406,-0.9311929,0.3593287
-67285.1496,798.4294,1146.7703,-0.0613909,-0.928056,0.3673463
-67284.9299,840.6746,1252.4032,-0.0614527,-0.9254013,0.3739733
-67284.6997,883.6326,1357.7491,-0.0615236,-0.9229628,0.37994
-67284.4602,927.2481,1462.8247,-0.0616004,-0.9206559,0.3854842
-67284.3956,938.7982,1490.3643,-0.0616216,-0.9201007,0.3868042
-67284.1829,975.8896,1578.1231,-0.061694,-0.9185634,0.3904293
-67283.91,1020.5788,1682.7338,-0.0617995,-0.9169857,0.3941041
-67283.6086,1065.8647,1787.1011,-0.0619784,-0.9131815,0.4028128
-67333.2843,1096.5111,1847.6617,-0.0623007,-0.906076,0.4185032
-67333.6028,1050.3087,1743.8003,-0.062021,-0.9153555,0.3978413
-67333.8944,1005.3713,1639.4094,-0.0618868,-0.9176217,0.3926072
-67334.1596,960.8884,1534.8275,-0.061792,-0.9192321,0.3888368
-67334.4326,912.5261,1419.5376,-0.0617026,-0.9215329,0.3833666
-67334.6698,869.2062,1314.4565,-0.061628,-0.9239038,0.3776291
-67334.8975,826.5622,1209.1005,-0.0615607,-0.9264062,0.371459
-67335.1144,784.665,1103.4451,-0.0615031,-0.9292135,0.3643894
-67335.321,743.6622,997.4355,-0.061459,-0.932625,0.3555747
-67335.5197,703.7947,890.9897,-0.0614314,-0.9368373,0.3443285
-67335.7141,665.352,784.0239,-0.0614118,-0.941776,0.3305851
-67335.9073,628.6229,676.4676,-0.0614038,-0.9473111,0.3143744
-67336.1001,593.8681,568.2755,-0.0614107,-0.9532333,0.2959307
-67336.2902,561.3675,459.4086,-0.0614476,-0.9595508,0.2747478
-67336.4735,531.5048,349.8188,-0.0615593,-0.9664505,0.2493668
-67336.645,504.8944,239.4362,-0.0617839,-0.9741579,0.2172534
-67336.8014,482.4752,128.196,-0.0621368,-0.982536,0.1753908
-67336.9439,465.4882,16.1173,-0.0625821,-0.9905887,0.121727
-67337.0794,455.3276,-96.596,-0.063037,-0.9964594,0.0556326
-67337.2191,453.2756,-209.494,-0.0633649,-0.9977764,-0.0206655
-67337.3741,460.255,-321.9064,-0.0634321,-0.9925825,-0.1037129
-67337.5539,476.8414,-432.9994,-0.0631637,-0.9794268,-0.1916597
-67337.7684,503.6495,-541.7225,-0.062479,-0.9556513,-0.2877967
-67338.0366,542.0193,-646.4385,-0.061094,-0.9131425,-0.4030363
-67338.3102,583.1171,-725.1545,-0.0587377,-0.847629,-0.5273281
-67338.5136,615.2642,-770.1093,-0.0555544,-0.7666438,-0.6396648
-67338.7249,654.934,-808.1722,-0.0476325,-0.585553,-0.8092335
-67338.8276,686.285,-825.0421,-0.0356139,-0.3396032,-0.9398943
-67388.752,699.6157,-827.3657,-0.0301812,-0.2372357,-0.9709832
-67388.6877,674.1158,-817.5136,-0.0420313,-0.4666208,-0.8834582
-67388.501,632.9706,-785.6682,-0.0533873,-0.7129764,-0.6991527
-67388.2895,598.2267,-742.8959,-0.0578239,-0.8213921,-0.5674253
-67388.0658,564.233,-685.8358,-0.0602447,-0.8860964,-0.4595691
-67387.7671,520.5593,-583.5897,-0.0621458,-0.9417497,-0.330523
-67387.5335,489.3981,-476.3117,-0.0630594,-0.9714724,-0.2286153
-67387.3398,468.8525,-366.1318,-0.0634843,-0.988372,-0.1381687
-67387.1749,458.1076,-254.2443,-0.0635483,-0.9965605,-0.0531866
-67387.0295,456.6416,-141.5561,-0.0633158,-0.9976497,0.0261956
-67386.8929,463.6928,-28.8076,-0.0628962,-0.9933212,0.0967318
-67386.7531,478.1088,83.4572,-0.0624332,-0.985865,0.1554743
-67386.6017,498.5007,194.938,-0.0620402,-0.9774423,0.2018852
-67386.4347,523.5488,305.5528,-0.0617638,-0.9694099,0.2375492
-67386.2541,552.1814,415.3447,-0.0616123,-0.9621986,0.2652881
-67386.0646,583.6615,524.3882,-0.0615525,-0.955675,0.2879175
-67385.8707,617.5272,632.7402,-0.0615376,-0.9496019,0.3073586
-67385.6761,653.4699,740.4414,-0.0615409,-0.9439158,0.3244006
-67385.481,691.2366,847.5441,-0.0615592,-0.9387066,0.339176
-67385.2828,730.5311,954.0738,-0.0615806,-0.9341832,0.3514393
-67385.0783,771.0781,1060.1445,-0.0616188,-0.9304701,0.3611488
-67384.8642,812.6049,1165.831,-0.0616718,-0.9274576,0.3688076
-67384.6392,854.9247,1271.2006,-0.0617353,-0.9248625,0.3752573
-67384.4042,897.942,1376.2886,-0.0618073,-0.9224493,0.3811392
-67384.1596,941.6044,1481.1094,-0.0618857,-0.9201929,0.3865427
-67384.1408,944.9031,1488.9608,-0.0618919,-0.9200378,0.3869107
-67383.9022,985.8216,1585.6907,-0.0619734,-0.9183627,0.390857
-67383.6235,1030.4754,1690.082,-0.0620791,-0.9167513,0.3946051
-67383.3158,1075.7914,1794.2017,-0.062267,-0.9123334,0.4046858
-67433.0539,1097.0739,1833.943,-0.0625255,-0.9076907,0.4149555
-67433.3734,1051.1713,1730.1868,-0.0622726,-0.915679,0.3970568
-67433.6654,1006.3688,1625.9754,-0.0621501,-0.9177332,0.392305
-67433.9316,962.0071,1521.5767,-0.0620567,-0.919379,0.3884473
-67434.1822,918.1466,1416.9581,-0.0619748,-0.9214953,0.3834131
-67434.4224,874.9033,1312.0797,-0.0618999,-0.9238651,0.3776793
-67434.6531,832.3342,1206.9271,-0.0618329,-0.9263669,0.3715119
-67434.873,790.5101,1101.4756,-0.0617753,-0.9291728,0.3644472
-67435.0825,749.5781,995.6707,-0.0617309,-0.9325824,0.3556393
-67435.2842,709.778,889.4307,-0.0617026,-0.9367917,0.3444041
-67435.4817,671.3975,782.6721,-0.061682,-0.9417209,0.3306919
-67435.678,634.7248,675.3245,-0.0616722,-0.9472524,0.3144988
-67435.8741,600.0203,567.3426,-0.0616775,-0.9531715,0.2960742
-67436.0675,567.5643,458.6869,-0.0617128,-0.9594921,0.2748936
-67436.2539,537.7425,349.3084,-0.0618227,-0.9664016,0.2494912
-67436.4281,511.1696,239.1369,-0.062045,-0.9741209,0.2173452
-67436.5869,488.7831,128.1075,-0.0623942,-0.9825063,0.1754659
-67436.7315,471.8204,16.2398,-0.0628365,-0.9905654,0.1217861
-67436.8689,461.6716,-96.2619,-0.0632877,-0.9964397,0.0557016
-67437.0104,459.6139,-208.9476,-0.0636095,-0.9977631,-0.0205557
-67437.1672,466.5651,-321.1478,-0.0636691,-0.9925842,-0.103551
-67437.349,483.0992,-432.0307,-0.0633915,-0.9794519,-0.191456
-67437.5656,509.8316,-540.5479,-0.0626951,-0.9557041,-0.2875745
-67437.8358,548.1011,-645.0652,-0.0612956,-0.9132278,-0.4028124
-67438.1109,589.0961,-723.6314,-0.0589239,-0.8477579,-0.5271002
-67438.3151,621.1644,-768.5005,-0.0557231,-0.7668231,-0.6394351
-67438.5272,660.7376,-806.4902,-0.047761,-0.5859089,-0.8089683
-67438.6303,692.0109,-823.3272,-0.0357037,-0.3406061,-0.9395279
-67488.5541,705.3266,-825.658,-0.0302427,-0.2380843,-0.9707735
-67488.489,679.8944,-815.8134,-0.0420977,-0.4664897,-0.8835243
-67488.3018,638.8488,-784.0313,-0.0535375,-0.7130796,-0.6990359
-67488.0894,604.189,-741.3412,-0.0580034,-0.8215187,-0.5672236
-67487.8647,570.2791,-684.3898,-0.06044,-0.8861963,-0.4593507
-67487.5641,526.7167,-582.3378,-0.062358,-0.9418138,-0.3303004
-67487.3285,495.6407,-475.263,-0.0632852,-0.9715083,-0.2284001
-67487.1328,475.1568,-365.2915,-0.0637205,-0.9883823,-0.137986
-67486.966,464.4497,-253.6154,-0.063793,-0.9965519,-0.0530553
-67486.8188,462.9982,-141.1394,-0.0635674,-0.9976316,0.0262765
-67486.6804,470.0442,-28.6026,-0.0631525,-0.9932988,0.0967944
-67486.5387,484.4403,83.4511,-0.0626921,-0.9858378,0.1555428
-67486.385,504.8028,194.7212,-0.0623032,-0.9774081,0.2019696
-67486.2154,529.8151,305.1251,-0.0620293,-0.9693649,0.2376637
-67486.0317,558.4083,414.7058,-0.0618797,-0.9621433,0.2654265
-67485.839,589.8457,523.5379,-0.0618212,-0.9556127,0.2880668
-67485.6419,623.6636,631.6792,-0.0618079,-0.9495411,0.3074922
-67485.444,659.5524,739.1712,-0.061813,-0.9438591,0.3245136
-67485.2459,697.2595,846.0659,-0.0618324,-0.9386563,0.3392656
-67485.0446,736.4883,952.3895,-0.0618549,-0.9341384,0.3515103
-67484.8371,776.9659,1058.2551,-0.0618936,-0.9304285,0.361209
-67484.6201,818.4206,1163.7374,-0.0619469,-0.9274175,0.3688623
-67484.3922,860.6661,1268.9035,-0.0620102,-0.9248233,0.3753086
-67484.1542,903.6075,1373.7886,-0.0620824,-0.9224109,0.3811874
-67483.9065,947.1925,1478.407,-0.062162,-0.9201545,0.3865896
-67483.8812,951.5836,1488.855,-0.0621704,-0.9199482,0.3870789
-67483.6191,995.7705,1593.2129,-0.0622606,-0.9181653,0.3912749
-67483.3344,1040.3844,1697.372,-0.0623668,-0.9164993,0.3951449
-67483.0206,1085.752,1801.2498,-0.0625649,-0.9113651,0.4068159
-67532.8223,1097.7197,1820.2438,-0.0627628,-0.909067,0.4118956
-67533.1428,1052.0872,1716.6072,-0.0625349,-0.9159541,0.3963804
-67533.4351,1007.4147,1612.5771,-0.0624214,-0.9178422,0.3920067
-67533.7024,963.1752,1508.361,-0.0623285,-0.9195306,0.3880447
-67533.769,951.7789,1481.2952,-0.0623063,-0.9200505,0.3868139
-67533.9548,919.4499,1403.9199,-0.0622457,-0.9216874,0.3829069
-67534.1971,876.3483,1299.2173,-0.0621705,-0.9240678,0.3771387
-67534.4297,833.9244,1194.2396,-0.0621046,-0.9265894,0.3709112
-67534.6515,792.254,1088.9598,-0.0620478,-0.92944,0.3637188
-67534.863,751.4935,983.3201,-0.0620043,-0.9329205,0.3547038
-67535.0672,711.8893,877.2373,-0.0619769,-0.937208,0.34322
-67535.2675,673.7277,770.6302,-0.0619553,-0.9421981,0.3292784
-67535.4669,637.2962,663.4299,-0.061945,-0.9477648,0.3128972
-67535.6662,602.8525,555.5925,-0.061951,-0.9537206,0.2942432
-67535.8623,570.6835,447.0783,-0.0619902,-0.9600934,0.272723
-67536.0508,541.1944,337.8353,-0.0621082,-0.9670859,0.2467538
-67536.2263,515.0291,227.7912,-0.0623413,-0.9748998,0.2137382
-67536.3859,493.1571,116.8855,-0.0626977,-0.9833207,0.1707319
-67536.5315,476.8351,5.1521,-0.0631438,-0.991266,0.1157781
-67536.6705,467.4529,-107.1809,-0.0635846,-0.9967945,0.0485554
-67536.8148,466.2534,-219.6393,-0.0638787,-0.997551,-0.0284875
-67536.9756,474.1099,-331.536,-0.0638992,-0.9916581,-0.1119427
-67537.1625,491.5754,-442.0254,-0.0635746,-0.9776544,-0.200375
-67537.3853,519.3039,-550.0268,-0.0628139,-0.9525781,-0.2977404
-67537.6642,558.7552,-653.8096,-0.0612898,-0.9073087,-0.4159741
-67537.9289,598.0401,-726.7845,-0.0588802,-0.8418737,-0.5364529
-67538.1362,630.6495,-771.0887,-0.0553992,-0.7552334,-0.6531106
-67538.3464,671.0618,-807.9476,-0.046454,-0.5560402,-0.8298562
-67538.4371,700.3433,-822.5201,-0.0345363,-0.3179306,-0.9474848
-67588.3484,708.4358,-823.2673,-0.0318247,-0.267119,-0.9631379
-67588.2801,683.3006,-812.8196,-0.0431044,-0.485634,-0.8730989
-67588.0786,640.9595,-778.4436,-0.054342,-0.7284696,-0.6829194
-67587.867,607.0791,-735.2438,-0.0584639,-0.8288155,-0.5564592
-67587.5943,566.5024,-663.1459,-0.0611625,-0.900883,-0.4297312
-67587.3073,525.789,-560.0315,-0.0628157,-0.9492389,-0.3082202
-67587.079,497.0152,-452.4588,-0.0636379,-0.9757402,-0.2094788
-67586.8881,478.5885,-342.2679,-0.0640057,-0.9906531,-0.1204566
-67586.7241,469.8098,-230.5769,-0.0640213,-0.9972796,-0.0365325
-67586.5777,470.1414,-118.2467,-0.0637534,-0.9971117,0.0412769
-67586.4379,478.7521,-5.9816,-0.0633228,-0.991955,0.1096155
-67586.2923,494.4322,105.7207,-0.0628722,-0.9841462,0.1658414
-67586.1332,515.794,216.6079,-0.0625073,-0.9757052,0.2099814
-67585.9578,541.561,326.6308,-0.0622622,-0.9678046,0.2438803
-67585.7689,570.7319,435.8448,-0.062135,-0.9607315,0.2704335
-67585.5717,602.6326,544.3236,-0.0620906,-0.9543047,0.2923138
-67585.371,636.8383,652.1217,-0.0620831,-0.948311,0.3112105
-67585.1699,673.055,759.2795,-0.0620929,-0.9427087,0.3277876
-67584.9683,711.0265,865.8393,-0.0621148,-0.9376523,0.3419793
-67584.7632,750.4658,971.8683,-0.0621411,-0.9332876,0.3537127
-67584.5511,791.088,1077.4459,-0.0621835,-0.9297341,0.362943
-67584.329,832.64,1182.6566,-0.0622395,-0.9268347,0.3702751
-67584.0959,874.9556,1287.5612,-0.0623045,-0.9242912,0.3765685
-67583.8531,917.9536,1392.1893,-0.0623794,-0.9219006,0.3823718
-67583.6421,954.4525,1479.6119,-0.0624485,-0.920037,0.3868232
-67583.6261,957.1928,1486.129,-0.0624539,-0.9199085,0.3871276
-67583.3609,1001.3016,1590.2848,-0.0625454,-0.9181222,0.3913306
-67583.0731,1045.8373,1694.2419,-0.0626493,-0.9164508,0.3952127
-67582.7558,1091.1266,1797.9177,-0.0628436,-0.9113229,0.4068677
-67632.5561,1103.0923,1816.8701,-0.0630452,-0.9090283,0.411938
-67632.8799,1057.5392,1713.435,-0.0628207,-0.9159054,0.3964478
-67633.1754,1012.945,1609.6069,-0.0627096,-0.9177994,0.3920609
-67633.4458,968.7835,1505.5928,-0.0626158,-0.9194898,0.388095
-67633.5132,957.4074,1478.5795,-0.0625929,-0.9200101,0.3868636
-67633.7013,925.1356,1401.3539,-0.0625307,-0.9216475,0.3829568
-67633.9465,882.1102,1296.8541,-0.0624539,-0.9240277,0.37719
-67634.1821,839.7609,1192.0797,-0.062388,-0.9265487,0.3709653
-67634.4067,798.1632,1087.0037,-0.0623308,-0.9293976,0.3637789
-67634.6212,757.4729,981.5687,-0.0622865,-0.9328756,0.3547724
-67634.8283,717.9354,875.6917,-0.0622579,-0.9371596,0.3433014
-67635.0316,679.8349,769.2919,-0.0622352,-0.9421406,0.32939
-67635.2343,643.4587,662.3003,-0.0622231,-0.9477033,0.3130284
-67635.4368,609.0643,554.6732,-0.0622278,-0.9536566,0.2943924
-67635.6361,576.9389,446.3701,-0.0622662,-0.9600333,0.2728716
-67635.8277,547.4897,337.3383,-0.0623828,-0.9670356,0.2468817
-67636.0059,521.361,227.5051,-0.0626137,-0.9748612,0.2138343
-67636.1679,499.5199,116.8099,-0.0629665,-0.9832892,0.1708144
-67636.3155,483.2206,5.2871,-0.0634102,-0.9912416,0.1158411
-67636.4563,473.8481,-106.8349,-0.063847,-0.996774,0.0486319
-67636.6023,472.6403,-219.0817,-0.0641345,-0.997538,-0.0283669
-67636.765,480.4657,-330.7672,-0.0641465,-0.9916616,-0.1117699
-67636.9538,497.8763,-441.0478,-0.0638113,-0.9776824,-0.2001633
-67637.1787,525.5266,-548.8451,-0.0630369,-0.9526338,-0.2975152
-67637.4594,564.8758,-652.4315,-0.0614949,-0.9073949,-0.4157557
-67637.745,607.0483,-729.8915,-0.0588187,-0.8356283,-0.5461371
-67637.9551,640.2208,-773.5991,-0.0550174,-0.7425516,-0.6675255
-67638.162,681.5064,-809.2236,-0.0449344,-0.5224581,-0.8514802
-67638.2413,708.7103,-821.654,-0.0332822,-0.2940288,-0.9552169
-67688.1394,711.6056,-820.8063,-0.0333156,-0.2944649,-0.9550814
-67688.0419,679.8453,-805.44,-0.0466132,-0.5563367,-0.8296485
-67687.8309,639.5779,-768.6888,-0.055642,-0.7554604,-0.6528274
-67687.6226,607.0857,-724.5119,-0.0591592,-0.8420498,-0.5361458
-67687.3246,563.4155,-641.6633,-0.0618117,-0.913435,-0.4022635
-67687.0498,525.395,-537.6399,-0.0632538,-0.9558366,-0.2870112
-67686.8282,498.8523,-429.6347,-0.0639831,-0.9795152,-0.1909348
-67686.6415,482.4494,-319.275,-0.0642863,-0.9925879,-0.1031332
-67686.48,475.5698,-207.6034,-0.0642471,-0.9977282,-0.0202684
-67686.3342,477.6432,-95.4469,-0.0639411,-0.9963876,0.0558865
-67686.1923,487.7634,16.5272,-0.0634992,-0.9905039,0.1219418
-67686.0425,504.6669,127.8685,-0.0630635,-0.9824264,0.1756742
-67685.8777,526.9739,238.3713,-0.0627231,-0.9740228,0.21759
-67685.6966,553.4543,348.0156,-0.062506,-0.9662741,0.2498148
-67685.5025,583.1752,456.8659,-0.0623995,-0.9593403,0.2752681
-67685.301,615.5209,564.9939,-0.0623666,-0.9530122,0.2964424
-67685.0968,650.1006,672.4507,-0.0623646,-0.9470999,0.3148214
-67684.8926,686.6336,779.2764,-0.0623789,-0.9415787,0.330966
-67684.6875,724.8594,885.5172,-0.0624023,-0.936673,0.3446006
-67684.4784,764.4918,991.2431,-0.0624333,-0.9324719,0.3558063
-67684.2615,805.2475,1096.5365,-0.0624795,-0.9290676,0.3645953
-67684.0343,846.8893,1201.4784,-0.0625379,-0.9262658,0.3716459
-67683.7963,889.2713,1306.1231,-0.0626048,-0.9237652,0.3778074
-67683.5486,932.3238,1410.4948,-0.0626837,-0.9213961,0.3835362
-67683.3842,960.3012,1477.3829,-0.0627388,-0.9199862,0.386897
-67683.3169,971.5988,1504.2074,-0.0627618,-0.9194689,0.388121
-67683.0449,1015.7214,1608.1204,-0.0628561,-0.9177779,0.3920878
-67682.7478,1060.2765,1711.8476,-0.0629664,-0.915881,0.3964811
-67682.4223,1105.7897,1815.1821,-0.0631895,-0.9090088,0.4119589
-67732.3556,1099.244,1792.9134,-0.063277,-0.9112583,0.4069452
-67732.6778,1054.0725,1689.5404,-0.0630868,-0.9163778,0.3953124
-67732.9703,1009.6543,1585.886,-0.0629849,-0.9180564,0.3914146
-67733.2401,965.6622,1482.0333,-0.0628913,-0.9198462,0.3872048
-67733.4963,922.2093,1377.9463,-0.062805,-0.9220735,0.3818848
-67733.7426,879.3908,1273.5954,-0.0627288,-0.9244758,0.3760448
-67733.9789,837.2583,1168.9669,-0.0626645,-0.9270415,0.3696853
-67734.2043,795.8983,1064.0288,-0.0626086,-0.9299913,0.3622103
-67734.4199,755.4859,958.7174,-0.0625661,-0.9336157,0.3527709
-67734.6289,716.2795,852.9474,-0.0625391,-0.9380491,0.3408118
-67734.835,678.5602,746.6418,-0.0625162,-0.9431646,0.3263929
-67735.0409,642.6138,639.7354,-0.0625049,-0.9487985,0.3096361
-67735.2463,608.6961,532.1867,-0.062513,-0.9548276,0.2905104
-67735.4477,577.11,423.9539,-0.0625627,-0.9613175,0.2682434
-67735.64,548.3026,314.9792,-0.062698,-0.9684838,0.241056
-67735.8177,522.9787,205.1875,-0.0629528,-0.9764796,0.2062146
-67735.9787,502.168,94.5295,-0.0633226,-0.9849361,0.1609074
-67736.1262,487.1633,-16.9288,-0.0637743,-0.9925935,0.1033973
-67736.2687,479.3412,-128.9103,-0.0641884,-0.9973587,0.0339909
-67736.419,479.8704,-240.894,-0.0644218,-0.9969301,-0.0444986
-67736.588,489.5378,-352.1606,-0.0643601,-0.9895764,-0.1288267
-67736.7852,508.8699,-461.8352,-0.0639364,-0.9737506,-0.2184535
-67737.021,538.619,-568.7602,-0.0630341,-0.9457599,-0.3186926
-67737.3181,580.5207,-670.9762,-0.0612166,-0.8940245,-0.443816
-67737.5795,619.2102,-737.4876,-0.0584532,-0.8218104,-0.5667547
-67737.7934,653.6638,-779.9721,-0.0539042,-0.7133238,-0.6987585
-67737.9892,696.8844,-812.8377,-0.0412712,-0.4467133,-0.8937248
-67738.0535,722.3678,-822.022,-0.0287067,-0.2093619,-0.9774168
-67787.9141,709.738,-816.4176,-0.0371037,-0.365241,-0.9301733
-67787.7755,672.6682,-793.9697,-0.0505559,-0.6374916,-0.7687969
-67787.5594,635.1688,-754.4028,-0.0571721,-0.7881492,-0.6128231
-67787.3574,604.536,-708.9671,-0.0600099,-0.8592179,-0.5080782
-67787.0261,556.8716,-609.7282,-0.0625769,-0.9291544,-0.3643573
-67786.7683,522.6058,-504.4743,-0.063764,-0.9644007,-0.2566428
-67786.5563,499.2663,-395.8353,-0.064363,-0.9843914,-0.1638019
-67786.3762,485.8174,-285.1948,-0.0645673,-0.9948922,-0.0775926
-67786.2188,481.7173,-173.5084,-0.064446,-0.9979149,0.003538
-67786.0738,486.3193,-61.5563,-0.0640893,-0.9949706,0.0769809
-67785.9287,498.6037,50.0536,-0.0636367,-0.9881812,0.1394569
-67785.7728,517.244,160.9445,-0.063229,-0.9798386,0.1895215
-67785.6005,540.8876,270.9756,-0.0629254,-0.9715661,0.2282536
-67785.4121,568.3856,380.1625,-0.0627468,-0.9640612,0.2581643
-67785.2122,598.9051,488.5784,-0.0626677,-0.9573237,0.2821419
-67785.0062,631.9092,596.2898,-0.0626482,-0.9511335,0.3023578
-67784.7987,667.0506,703.3435,-0.0626537,-0.9453442,0.3199984
-67784.5913,704.0643,809.7794,-0.062673,-0.9399705,0.3354513
-67784.3824,742.6771,915.6518,-0.0626981,-0.935276,0.3483214
-67784.1684,782.6082,1021.0333,-0.0627356,-0.9313301,0.3587319
-67783.9458,823.5801,1126.0094,-0.062787,-0.9281356,0.366909
-67783.7124,865.3813,1230.6545,-0.0628486,-0.9254539,0.3736108
-67783.4684,907.8946,1335.0129,-0.0629195,-0.9230022,0.3796158
-67783.2149,951.0629,1439.1024,-0.0630041,-0.9206769,0.385207
-67782.9498,994.8165,1542.9421,-0.0630959,-0.9186889,0.3899097
-67782.666,1039.0313,1646.5783,-0.0631911,-0.9171088,0.3935967
-67782.3538,1083.7541,1750.0049,-0.0633312,-0.9141937,0.4002988
-67782.0165,1130.122,1852.7243,-0.0636342,-0.9020139,0.4269914
-67832.2197,1086.4988,1748.3744,-0.0634816,-0.9141682,0.4003331
-67832.5335,1041.8149,1645.0487,-0.0633418,-0.917087,0.3936231
-67832.8189,997.6392,1541.5133,-0.0632467,-0.9186667,0.3899376
-67833.0854,953.9243,1437.7747,-0.0631538,-0.9206551,0.3852347
-67833.3405,910.7939,1333.7865,-0.0630677,-0.9229805,0.3796439
-67833.5859,868.3181,1229.5295,-0.0629962,-0.9254331,0.3736377
-67833.8207,826.5535,1124.9861,-0.0629344,-0.9281138,0.3669388
-67834.0448,785.617,1020.1121,-0.0628823,-0.9313073,0.3587653
-67834.2602,745.7198,914.8332,-0.0628441,-0.9352514,0.3483611
-67834.4706,707.1386,809.0641,-0.0628182,-0.9399418,0.3355044
-67834.6795,670.1534,702.7323,-0.0627982,-0.9453126,0.3200631
-67834.8886,635.0376,595.7833,-0.062792,-0.9511006,0.3024314
-67835.0962,602.0561,488.1772,-0.0628111,-0.9572912,0.2822203
-67835.2977,571.557,379.8668,-0.0628899,-0.964033,0.258235
-67835.4875,544.0776,270.7853,-0.0630678,-0.9715433,0.2283114
-67835.6611,520.4504,160.8594,-0.0633702,-0.9798202,0.1895695
-67835.818,501.8228,50.0737,-0.0637767,-0.9881674,0.1394911
-67835.964,489.546,-61.4312,-0.0642278,-0.9949588,0.0770186
-67836.1099,484.9435,-173.2779,-0.0645817,-0.997906,0.0035913
-67836.2681,489.0324,-284.859,-0.0646992,-0.9948898,-0.0775131
-67836.4492,502.4584,-395.3949,-0.0644898,-0.9844003,-0.1636984
-67836.6621,525.7633,-503.9314,-0.0638845,-0.9644237,-0.2565263
-67836.9208,559.9831,-609.0859,-0.0626887,-0.9291908,-0.3642453
-67837.2529,607.5881,-708.2307,-0.0601082,-0.8592711,-0.5079766
-67837.4552,638.1844,-753.6229,-0.057258,-0.7882116,-0.6127348
-67837.6715,675.64,-793.151,-0.0506164,-0.637573,-0.7687253
-67837.817,715.2008,-816.5384,-0.0359704,-0.3435445,-0.9384473
-67887.7373,728.4618,-818.8857,-0.0304155,-0.2404214,-0.970192
-67887.6455,696.2241,-805.058,-0.0451499,-0.5226591,-0.8513454
-67887.4375,655.1821,-769.6087,-0.0554106,-0.7428768,-0.6671309
-67887.226,622.206,-726.1108,-0.0592866,-0.8359104,-0.5456545
-67886.9375,580.2908,-649.0184,-0.0620257,-0.9076075,-0.4152125
-67886.6524,541.1962,-545.9208,-0.0636168,-0.9527742,-0.2969414
-67886.4228,513.7418,-438.6313,-0.064427,-0.977753,-0.1996202
-67886.2291,496.4692,-328.8707,-0.0647895,-0.9916699,-0.1113241
-67886.0619,488.7226,-217.7114,-0.0647989,-0.997504,-0.0280528
-67885.9116,489.9527,-105.9922,-0.0645278,-0.9967203,0.0488352
-67885.7665,499.3018,5.6034,-0.0641008,-0.991178,0.1160056
-67885.6139,515.5455,116.6008,-0.0636622,-0.9832058,0.1710366
-67885.4461,537.311,226.77,-0.0633174,-0.9747598,0.2140893
-67885.2611,563.3499,336.0766,-0.0630912,-0.966905,0.2472128
-67885.062,592.7003,444.5808,-0.0629772,-0.9598789,0.2732514
-67884.8546,624.7175,552.3564,-0.0629401,-0.9534921,0.2947735
-67884.6441,658.9897,659.4585,-0.0629381,-0.9475443,0.3133667
-67884.4336,695.229,765.9281,-0.0629548,-0.9419925,0.3296767
-67884.2226,733.1774,871.8099,-0.0629806,-0.9370335,0.3435137
-67884.0083,772.5492,977.1728,-0.063013,-0.9327589,0.354951
-67883.7866,813.0649,1082.0963,-0.0630602,-0.9292875,0.3639343
-67883.5547,854.4815,1186.6629,-0.0631194,-0.9264437,0.3711039
-67883.312,896.6445,1290.9297,-0.0631861,-0.9239241,0.3773219
-67883.0593,939.4809,1394.9228,-0.0632687,-0.9215405,0.3830928
-67882.7964,982.9365,1498.6561,-0.0633606,-0.9193817,0.3882301
-67882.5183,1026.9037,1602.1652,-0.0634563,-0.9176906,0.3921953
-67882.2149,1071.3021,1705.489,-0.0635657,-0.9157824,0.3966132
-67881.8829,1116.6561,1808.4211,-0.0637854,-0.908929,0.4120431
-67931.8156,1110.1747,1786.2287,-0.0638797,-0.9111681,0.4070529
-67932.1444,1065.1603,1683.2588,-0.063692,-0.9162789,0.3954445
-67932.4431,1020.8989,1580.0076,-0.0635904,-0.9179666,0.3915272
-67932.7189,977.0616,1476.5589,-0.0634945,-0.919758,0.3873161
-67932.9811,933.7615,1372.8766,-0.0634024,-0.9219853,0.381999
-67933.2333,891.0936,1268.9311,-0.0633222,-0.9243926,0.3761496
-67933.4754,849.1091,1164.7088,-0.0632568,-0.9269555,0.3698
-67933.7065,807.8928,1060.1785,-0.0631989,-0.9299011,0.3623394
-67933.9279,767.6186,955.2765,-0.0631536,-0.9335186,0.3529229
